t,mode,x,y,z,force_n,target_n,v_norm_cmd_mps,v_lat_mps,obstacle_active
0.54,approach,-0.24,0.44,0.069,0.0,10.0,0.02,0.0,0
0.55,approach,-0.24,0.44,0.0688,0.0,10.0,0.02,0.0,0
0.56,approach,-0.24,0.44,0.0686,0.0,10.0,0.02,0.0,0
0.57,approach,-0.24,0.44,0.0684,0.0,10.0,0.02,0.0,0
0.58,approach,-0.24,0.44,0.0682,0.0,10.0,0.02,0.0,0
0.59,approach,-0.24,0.44,0.068,0.0,10.0,0.02,0.0,0
0.6,approach,-0.24,0.44,0.0678,0.0,10.0,0.02,0.0,0
0.61,approach,-0.24,0.44,0.0676,0.0,10.0,0.02,0.0,0
0.62,approach,-0.24,0.44,0.0674,0.0,10.0,0.02,0.0,0
0.63,approach,-0.24,0.44,0.0672,0.0,10.0,0.02,0.0,0
0.64,approach,-0.24,0.44,0.067,0.0,10.0,0.02,0.0,0
0.65,approach,-0.24,0.44,0.0668,0.0,10.0,0.02,0.0,0
0.66,approach,-0.24,0.44,0.0666,0.0,10.0,0.02,0.0,0
0.67,approach,-0.24,0.44,0.0664,0.0,10.0,0.02,0.0,0
0.68,approach,-0.24,0.44,0.0662,0.0,10.0,0.02,0.0,0
0.69,approach,-0.24,0.44,0.066,0.0,10.0,0.02,0.0,0
0.7,approach,-0.24,0.44,0.0658,0.0,10.0,0.02,0.0,0
0.71,approach,-0.24,0.44,0.0656,0.0,10.0,0.02,0.0,0
0.72,approach,-0.24,0.44,0.0654,0.0,10.0,0.02,0.0,0
0.73,approach,-0.24,0.44,0.0652,0.0,10.0,0.02,0.0,0
0.74,approach,-0.24,0.44,0.065,0.0,10.0,0.02,0.0,0
0.75,approach,-0.24,0.44,0.0648,0.0,10.0,0.02,0.0,0
0.76,approach,-0.24,0.44,0.0646,0.0,10.0,0.02,0.0,0
0.77,approach,-0.24,0.44,0.0644,0.0,10.0,0.02,0.0,0
0.78,approach,-0.24,0.44,0.0642,0.0,10.0,0.02,0.0,0
0.79,approach,-0.24,0.44,0.064,0.0,10.0,0.02,0.0,0
0.8,approach,-0.24,0.44,0.0638,0.0,10.0,0.02,0.0,0
0.81,approach,-0.24,0.44,0.0636,0.0,10.0,0.02,0.0,0
0.82,approach,-0.24,0.44,0.0634,0.0,10.0,0.02,0.0,0
0.83,approach,-0.24,0.44,0.0632,0.0,10.0,0.02,0.0,0
0.84,approach,-0.24,0.44,0.063,0.0,10.0,0.02,0.0,0
0.85,approach,-0.24,0.44,0.0628,0.0,10.0,0.02,0.0,0
0.86,approach,-0.24,0.44,0.0626,0.0,10.0,0.02,0.0,0
0.87,approach,-0.24,0.44,0.0624,0.0,10.0,0.02,0.0,0
0.88,approach,-0.24,0.44,0.0622,0.0,10.0,0.02,0.0,0
0.89,approach,-0.24,0.44,0.062,0.0,10.0,0.02,0.0,0
0.9,approach,-0.24,0.44,0.0618,0.0,10.0,0.02,0.0,0
0.91,approach,-0.24,0.44,0.0616,0.0,10.0,0.02,0.0,0
0.92,approach,-0.24,0.44,0.0614,0.0,10.0,0.02,0.0,0
0.93,approach,-0.24,0.44,0.0612,0.0,10.0,0.02,0.0,0
0.94,approach,-0.24,0.44,0.061,0.0,10.0,0.02,0.0,0
0.95,approach,-0.24,0.44,0.0608,0.0,10.0,0.02,0.0,0
0.96,approach,-0.24,0.44,0.0606,0.0,10.0,0.02,0.0,0
0.97,approach,-0.24,0.44,0.0604,0.0,10.0,0.02,0.0,0
0.98,approach,-0.24,0.44,0.0602,0.0,10.0,0.02,0.0,0
0.99,approach,-0.24,0.44,0.06,0.0,10.0,0.02,0.0,0
1.0,approach,-0.24,0.44,0.0598,0.0,10.0,0.02,0.0,0
1.01,approach,-0.24,0.44,0.0596,0.0,10.0,0.02,0.0,0
1.02,approach,-0.24,0.44,0.0594,0.0,10.0,0.02,0.0,0
1.03,approach,-0.24,0.44,0.0592,0.0,10.0,0.02,0.0,0
1.04,approach,-0.24,0.44,0.059,0.0,10.0,0.02,0.0,0
1.05,approach,-0.24,0.44,0.0588,0.0,10.0,0.02,0.0,0
1.06,approach,-0.24,0.44,0.0586,0.0,10.0,0.02,0.0,0
1.07,approach,-0.24,0.44,0.0584,0.0,10.0,0.02,0.0,0
1.08,approach,-0.24,0.44,0.0582,0.0,10.0,0.02,0.0,0
1.09,approach,-0.24,0.44,0.058,0.0,10.0,0.02,0.0,0
1.1,approach,-0.24,0.44,0.0578,0.0,10.0,0.02,0.0,0
1.11,approach,-0.24,0.44,0.0576,0.0,10.0,0.02,0.0,0
1.12,approach,-0.24,0.44,0.0574,0.0,10.0,0.02,0.0,0
1.13,approach,-0.24,0.44,0.0572,0.0,10.0,0.02,0.0,0
1.14,approach,-0.24,0.44,0.057,0.0,10.0,0.02,0.0,0
1.15,approach,-0.24,0.44,0.0568,0.0,10.0,0.02,0.0,0
1.16,approach,-0.24,0.44,0.0566,0.0,10.0,0.02,0.0,0
1.17,approach,-0.24,0.44,0.0564,0.0,10.0,0.02,0.0,0
1.18,approach,-0.24,0.44,0.0562,0.0,10.0,0.02,0.0,0
1.19,approach,-0.24,0.44,0.056,0.0,10.0,0.02,0.0,0
1.2,approach,-0.24,0.44,0.0558,0.0,10.0,0.02,0.0,0
1.21,approach,-0.24,0.44,0.0556,0.0,10.0,0.02,0.0,0
1.22,approach,-0.24,0.44,0.0554,0.0,10.0,0.02,0.0,0
1.23,approach,-0.24,0.44,0.0552,0.0,10.0,0.02,0.0,0
1.24,approach,-0.24,0.44,0.055,0.0,10.0,0.02,0.0,0
1.25,approach,-0.24,0.44,0.0548,0.0,10.0,0.02,0.0,0
1.26,approach,-0.24,0.44,0.0546,0.0,10.0,0.02,0.0,0
1.27,approach,-0.24,0.44,0.0544,0.0,10.0,0.02,0.0,0
1.28,approach,-0.24,0.44,0.0542,0.0,10.0,0.02,0.0,0
1.29,approach,-0.24,0.44,0.054,0.0,10.0,0.02,0.0,0
1.3,approach,-0.24,0.44,0.0538,0.0,10.0,0.02,0.0,0
1.31,approach,-0.24,0.44,0.0536,0.0,10.0,0.02,0.0,0
1.32,approach,-0.24,0.44,0.0534,0.0,10.0,0.02,0.0,0
1.33,approach,-0.24,0.44,0.0532,0.0,10.0,0.02,0.0,0
1.34,approach,-0.24,0.44,0.053,0.0,10.0,0.02,0.0,0
1.35,approach,-0.24,0.44,0.0528,0.0,10.0,0.02,0.0,0
1.36,approach,-0.24,0.44,0.0526,0.0,10.0,0.02,0.0,0
1.37,approach,-0.24,0.44,0.0524,0.0,10.0,0.02,0.0,0
1.38,approach,-0.24,0.44,0.0522,0.0,10.0,0.02,0.0,0
1.39,approach,-0.24,0.44,0.052,0.0,10.0,0.02,0.0,0
1.4,approach,-0.24,0.44,0.0518,0.0,10.0,0.02,0.0,0
1.41,approach,-0.24,0.44,0.0516,0.0,10.0,0.02,0.0,0
1.42,approach,-0.24,0.44,0.0514,0.0,10.0,0.02,0.0,0
1.43,approach,-0.24,0.44,0.0512,0.0,10.0,0.02,0.0,0
1.44,approach,-0.24,0.44,0.051,0.0,10.0,0.02,0.0,0
1.45,approach,-0.24,0.44,0.0508,0.0,10.0,0.02,0.0,0
1.46,approach,-0.24,0.44,0.0506,0.0,10.0,0.02,0.0,0
1.47,approach,-0.24,0.44,0.0504,0.0,10.0,0.02,0.0,0
1.48,approach,-0.24,0.44,0.0502,0.0,10.0,0.02,0.0,0
1.49,approach,-0.24,0.44,0.05,0.0,10.0,0.02,0.0,0
1.5,approach,-0.24,0.44,0.0498,0.015,10.0,0.02,0.0,0
1.51,approach,-0.24,0.44,0.0496,0.348,10.0,0.02,0.0,0
1.52,approach,-0.24,0.44,0.0494,0.838,10.0,0.02,0.0,0
1.53,approach,-0.24,0.44,0.0492,1.247,10.0,0.02,0.0,0
1.54,approach,-0.24,0.44,0.049,1.502,10.0,0.02,0.0,0
1.55,approach,-0.24,0.44,0.0488,1.935,10.0,0.02,0.0,0
1.56,force,-0.238,0.44,0.04861,2.406,10.0,0.0191,0.2,0
1.57,force,-0.236,0.44,0.04843,2.765,10.0,0.0182,0.2,0
1.58,force,-0.234,0.44,0.04825,3.145,10.0,0.0174,0.2,0
1.59,force,-0.232,0.44,0.04809,3.45,10.0,0.0167,0.2,0
1.6,force,-0.23,0.44,0.04793,3.87,10.0,0.0157,0.2,0
1.61,force,-0.228,0.44,0.04778,4.178,10.0,0.015,0.2,0
1.62,force,-0.226,0.44,0.04764,4.442,10.0,0.0144,0.2,0
1.63,force,-0.224,0.44,0.0475,4.782,10.0,0.0136,0.2,0
1.64,force,-0.222,0.44,0.04737,5.02,10.0,0.013,0.2,0
1.65,force,-0.22,0.44,0.04725,5.214,10.0,0.0126,0.2,0
1.66,force,-0.218,0.44,0.04713,5.527,10.0,0.0118,0.2,0
1.67,force,-0.216,0.44,0.04701,5.697,10.0,0.0115,0.2,0
1.68,force,-0.214,0.44,0.04691,6.018,10.0,0.0107,0.2,0
1.69,force,-0.212,0.44,0.0468,6.185,10.0,0.0103,0.2,0
1.7,force,-0.21,0.44,0.0467,6.385,10.0,0.0098,0.2,0
1.71,force,-0.208,0.44,0.04661,6.557,10.0,0.0095,0.2,0
1.72,force,-0.206,0.44,0.04652,6.841,10.0,0.0088,0.2,0
1.73,force,-0.204,0.44,0.04644,6.948,10.0,0.0085,0.2,0
1.74,force,-0.202,0.44,0.04636,7.105,10.0,0.0082,0.2,0
1.75,force,-0.2,0.44,0.04628,7.272,10.0,0.0078,0.2,0
1.76,force,-0.198,0.44,0.0462,7.472,10.0,0.0073,0.2,0
1.77,force,-0.196,0.44,0.04613,7.61,10.0,0.007,0.2,0
1.78,force,-0.194,0.44,0.04607,7.752,10.0,0.0067,0.2,0
1.79,force,-0.192,0.44,0.046,7.886,10.0,0.0063,0.2,0
1.8,force,-0.19,0.44,0.04595,8.098,10.0,0.0058,0.2,0
1.81,force,-0.188,0.44,0.04589,8.087,10.0,0.0059,0.2,0
1.82,force,-0.186,0.44,0.04583,8.2,10.0,0.0056,0.2,0
1.83,force,-0.184,0.44,0.04578,8.297,10.0,0.0054,0.2,0
1.84,force,-0.182,0.44,0.04573,8.476,10.0,0.005,0.2,0
1.85,force,-0.18,0.44,0.04568,8.601,10.0,0.0047,0.2,0
1.86,force,-0.178,0.44,0.04564,8.632,10.0,0.0046,0.2,0
1.87,force,-0.176,0.44,0.04559,8.687,10.0,0.0045,0.2,0
1.88,force,-0.174,0.44,0.04555,8.777,10.0,0.0043,0.2,0
1.89,force,-0.172,0.44,0.04551,8.936,10.0,0.0039,0.2,0
1.9,force,-0.17,0.44,0.04547,9.018,10.0,0.0037,0.2,0
1.91,force,-0.168,0.44,0.04544,9.081,10.0,0.0035,0.2,0
1.92,force,-0.166,0.44,0.0454,9.091,10.0,0.0035,0.2,0
1.93,force,-0.164,0.44,0.04537,9.206,10.0,0.0032,0.2,0
1.94,force,-0.162,0.44,0.04534,9.265,10.0,0.0031,0.2,0
1.95,force,-0.16,0.44,0.04531,9.332,10.0,0.0029,0.2,0
1.96,force,-0.158,0.44,0.04528,9.423,10.0,0.0027,0.2,0
1.97,force,-0.156,0.44,0.04526,9.445,10.0,0.0027,0.2,0
1.98,force,-0.154,0.44,0.04523,9.521,10.0,0.0025,0.2,0
1.99,force,-0.152,0.44,0.04521,9.54,10.0,0.0024,0.2,0
2.0,force,-0.15,0.44,0.04518,9.599,10.0,0.0023,0.2,0
2.01,force,-0.148,0.44,0.04516,9.662,10.0,0.0021,0.2,0
2.02,force,-0.146,0.44,0.04514,9.6,10.0,0.0023,0.2,0
2.03,force,-0.144,0.44,0.04512,9.703,10.0,0.002,0.2,0
2.04,force,-0.142,0.44,0.0451,9.736,10.0,0.002,0.2,0
2.05,force,-0.14,0.44,0.04508,9.767,10.0,0.0019,0.2,0
2.06,force,-0.138,0.44,0.04506,9.823,10.0,0.0017,0.2,0
2.07,force,-0.136,0.44,0.04505,9.946,10.0,0.0014,0.2,0
2.08,force,-0.134,0.44,0.04503,9.857,10.0,0.0017,0.2,0
2.09,force,-0.132,0.44,0.04502,9.981,10.0,0.0013,0.2,0
2.1,force,-0.13,0.44,0.045,9.876,10.0,0.0016,0.2,0
2.11,force,-0.128,0.44,0.04499,9.975,10.0,0.0014,0.2,0
2.12,force,-0.126,0.44,0.04498,10.028,10.0,0.0012,0.2,0
2.13,force,-0.124,0.44,0.04497,10.073,10.0,0.0011,0.2,0
2.14,force,-0.122,0.44,0.04496,10.102,10.0,0.001,0.2,0
2.15,force,-0.12,0.44,0.04495,10.127,10.0,0.001,0.2,0
2.16,force,-0.118,0.44,0.04494,10.09,10.0,0.0011,0.2,0
2.17,force,-0.116,0.44,0.04493,10.105,10.0,0.001,0.2,0
2.18,force,-0.114,0.44,0.04492,10.192,10.0,0.0008,0.2,0
2.19,force,-0.112,0.44,0.04491,10.156,10.0,0.0009,0.2,0
2.2,force,-0.11,0.44,0.0449,10.12,10.0,0.001,0.2,0
2.21,force,-0.108,0.44,0.04489,10.147,10.0,0.0009,0.2,0
2.22,force,-0.106,0.44,0.04488,10.176,10.0,0.0008,0.2,0
2.23,force,-0.104,0.44,0.04487,10.264,10.0,0.0006,0.2,0
2.24,force,-0.102,0.44,0.04487,10.259,10.0,0.0006,0.2,0
2.25,force,-0.1,0.44,0.04486,10.299,10.0,0.0005,0.2,0
2.26,force,-0.098,0.44,0.04486,10.253,10.0,0.0006,0.2,0
2.27,force,-0.096,0.44,0.04485,10.296,10.0,0.0005,0.2,0
2.28,force,-0.09407,0.43948,0.04485,10.33,10.0,0.0004,0.2,0
2.29,force,-0.09214,0.43896,0.04484,10.292,10.0,0.0005,0.2,0
2.3,force,-0.09021,0.43844,0.04484,10.341,10.0,0.0004,0.2,0
2.31,force,-0.08828,0.43792,0.04483,10.293,10.0,0.0005,0.2,0
2.32,force,-0.08634,0.4374,0.04483,10.319,10.0,0.0005,0.2,0
2.33,force,-0.08441,0.43688,0.04482,10.327,10.0,0.0004,0.2,0
2.34,force,-0.08248,0.43636,0.04482,10.295,10.0,0.0005,0.2,0
2.35,force,-0.08055,0.43584,0.04481,10.39,10.0,0.0003,0.2,0
2.36,force,-0.07862,0.43531,0.04481,10.347,10.0,0.0004,0.2,0
2.37,force,-0.07669,0.43479,0.04481,10.379,10.0,0.0003,0.2,0
2.38,force,-0.07476,0.43427,0.04481,10.408,10.0,0.0002,0.2,0
2.39,force,-0.07283,0.43375,0.0448,10.411,10.0,0.0002,0.2,0
2.4,force,-0.07141,0.43234,0.0448,10.426,10.0,0.0002,0.2,0
2.41,force,-0.07,0.43092,0.0448,10.391,10.0,0.0002,0.2,0
2.42,force,-0.06858,0.42951,0.0448,10.38,10.0,0.0003,0.2,0
2.43,force,-0.06717,0.4281,0.04479,10.403,10.0,0.0002,0.2,0
2.44,force,-0.06576,0.42668,0.04479,10.326,10.0,0.0004,0.2,0
2.45,force,-0.06434,0.42527,0.04479,10.346,10.0,0.0003,0.2,0
2.46,force,-0.06293,0.42385,0.04478,10.36,10.0,0.0003,0.2,0
2.47,force,-0.06151,0.42244,0.04478,10.382,10.0,0.0002,0.2,0
2.48,force,-0.0601,0.42103,0.04478,10.457,10.0,0.0001,0.2,0
2.49,force,-0.05848,0.41986,0.04478,10.393,10.0,0.0002,0.2,0
2.5,force,-0.05685,0.41869,0.04478,10.423,10.0,0.0001,0.2,0
2.51,force,-0.05523,0.41752,0.04478,10.51,10.0,-0.0001,0.2,0
2.52,force,-0.0536,0.41636,0.04478,10.425,10.0,0.0001,0.2,0
2.53,force,-0.05198,0.41519,0.04478,10.482,10.0,-0.0,0.2,0
2.54,force,-0.05035,0.41402,0.04478,10.398,10.0,0.0002,0.2,0
2.55,force,-0.04873,0.41286,0.04478,10.438,10.0,0.0001,0.2,0
2.56,force,-0.04711,0.41169,0.04477,10.402,10.0,0.0002,0.2,0
2.57,force,-0.04548,0.41052,0.04477,10.436,10.0,0.0001,0.2,0
2.58,force,-0.04369,0.40964,0.04477,10.497,10.0,-0.0001,0.2,0
2.59,force,-0.0419,0.40875,0.04477,10.366,10.0,0.0002,0.2,0
2.6,force,-0.0401,0.40786,0.04477,10.479,10.0,-0.0001,0.2,0
2.61,force,-0.03831,0.40698,0.04477,10.468,10.0,-0.0,0.2,0
2.62,force,-0.03652,0.40609,0.04477,10.426,10.0,0.0001,0.2,0
2.63,force,-0.03473,0.4052,0.04477,10.385,10.0,0.0002,0.2,0
2.64,force,-0.03293,0.40431,0.04477,10.464,10.0,-0.0,0.2,0
2.65,force,-0.03114,0.40343,0.04477,10.434,10.0,0.0,0.2,0
2.66,force,-0.02935,0.40254,0.04477,10.473,10.0,-0.0001,0.2,0
2.67,force,-0.02743,0.40196,0.04477,10.461,10.0,-0.0,0.2,0
2.68,force,-0.02552,0.40137,0.04477,10.539,10.0,-0.0002,0.2,0
2.69,force,-0.02361,0.40079,0.04477,10.442,10.0,0.0,0.2,0
2.7,force,-0.0217,0.40021,0.04477,10.403,10.0,0.0001,0.2,0
2.71,force,-0.01978,0.39962,0.04477,10.465,10.0,-0.0001,0.2,0
2.72,force,-0.01787,0.39904,0.04477,10.466,10.0,-0.0001,0.2,0
2.73,force,-0.01596,0.39846,0.04478,10.521,10.0,-0.0002,0.2,0
2.74,force,-0.01404,0.39787,0.04478,10.491,10.0,-0.0001,0.2,0
2.75,force,-0.01213,0.39729,0.04478,10.464,10.0,-0.0001,0.2,0
2.76,force,-0.01015,0.39703,0.04478,10.518,10.0,-0.0002,0.2,0
2.77,force,-0.00817,0.39676,0.04478,10.381,10.0,0.0001,0.2,0
2.78,force,-0.00618,0.3965,0.04478,10.41,10.0,0.0,0.2,0
2.79,force,-0.0042,0.39623,0.04478,10.397,10.0,0.0001,0.2,0
2.8,force,-0.00222,0.39597,0.04478,10.425,10.0,-0.0,0.2,0
2.81,force,-0.00024,0.3957,0.04478,10.376,10.0,0.0001,0.2,0
2.82,force,0.00175,0.39544,0.04478,10.479,10.0,-0.0001,0.2,0
2.83,force,0.00373,0.39517,0.04478,10.433,10.0,-0.0,0.2,0
2.84,force,0.00571,0.39491,0.04478,10.37,10.0,0.0001,0.2,0
2.85,force,0.00771,0.39497,0.04478,10.395,10.0,0.0,0.2,0
2.86,force,0.00971,0.39503,0.04478,10.462,10.0,-0.0001,0.2,0
2.87,force,0.01171,0.39509,0.04478,10.486,10.0,-0.0002,0.2,0
2.88,force,0.01371,0.39514,0.04478,10.54,10.0,-0.0003,0.2,0
2.89,force,0.01571,0.3952,0.04479,10.579,10.0,-0.0004,0.2,0
2.9,force,0.01771,0.39526,0.04479,10.446,10.0,-0.0001,0.2,0
2.91,force,0.01971,0.39532,0.04479,10.373,10.0,0.0001,0.2,0
2.92,force,0.0217,0.39538,0.04479,10.318,10.0,0.0002,0.2,0
2.93,force,0.0237,0.39544,0.04479,10.442,10.0,-0.0001,0.2,0
2.94,force,0.02567,0.39582,0.04479,10.386,10.0,0.0,0.2,0
2.95,force,0.02763,0.39621,0.04479,10.406,10.0,-0.0,0.2,0
2.96,force,0.02959,0.39659,0.04479,10.396,10.0,-0.0,0.2,0
2.97,force,0.03155,0.39698,0.04479,10.419,10.0,-0.0001,0.2,0
2.98,force,0.03352,0.39736,0.04479,10.479,10.0,-0.0002,0.2,0
2.99,force,0.03548,0.39775,0.04479,10.429,10.0,-0.0001,0.2,0
3.0,force,0.03744,0.39813,0.04479,10.411,10.0,-0.0001,0.2,0
3.01,force,0.0394,0.39852,0.04479,10.366,10.0,0.0001,0.2,0
3.02,force,0.04137,0.3989,0.04479,10.335,10.0,0.0001,0.2,0
3.03,force,0.04324,0.3996,0.04479,10.397,10.0,-0.0,0.2,0
3.04,force,0.04512,0.4003,0.04479,10.418,10.0,-0.0001,0.2,0
3.05,force,0.04699,0.40099,0.04479,10.507,10.0,-0.0003,0.2,0
3.06,force,0.04887,0.40169,0.04479,10.419,10.0,-0.0001,0.2,0
3.07,force,0.05074,0.40239,0.0448,10.46,10.0,-0.0002,0.2,0
3.08,force,0.05262,0.40308,0.0448,10.381,10.0,-0.0,0.2,0
3.09,force,0.05449,0.40378,0.0448,10.347,10.0,0.0001,0.2,0
3.1,force,0.05636,0.40448,0.0448,10.359,10.0,0.0,0.2,0
3.11,force,0.05824,0.40517,0.0448,10.372,10.0,-0.0,0.2,0
3.12,force,0.05998,0.40617,0.0448,10.514,10.0,-0.0004,0.2,0
3.13,force,0.06171,0.40716,0.0448,10.36,10.0,0.0,0.2,0
3.14,force,0.06345,0.40815,0.0448,10.443,10.0,-0.0002,0.2,0
3.15,force,0.06518,0.40915,0.0448,10.352,10.0,0.0,0.2,0
3.16,force,0.06692,0.41014,0.0448,10.444,10.0,-0.0002,0.2,0
3.17,force,0.06866,0.41113,0.0448,10.413,10.0,-0.0001,0.2,0
3.18,force,0.07039,0.41212,0.04481,10.383,10.0,-0.0001,0.2,0
3.19,force,0.07213,0.41312,0.04481,10.388,10.0,-0.0001,0.2,0
3.2,force,0.07387,0.41411,0.04481,10.356,10.0,0.0,0.2,0
3.21,force,0.07542,0.41537,0.04481,10.411,10.0,-0.0001,0.2,0
3.22,force,0.07697,0.41663,0.04481,10.363,10.0,-0.0,0.2,0
3.23,force,0.07852,0.41789,0.04481,10.324,10.0,0.0001,0.2,0
3.24,force,0.08007,0.41916,0.04481,10.323,10.0,0.0001,0.2,0
3.25,force,0.08162,0.42042,0.04481,10.396,10.0,-0.0001,0.2,0
3.26,force,0.08318,0.42168,0.04481,10.464,10.0,-0.0003,0.2,0
3.27,force,0.08473,0.42294,0.04481,10.388,10.0,-0.0001,0.2,0
3.28,force,0.08628,0.4242,0.04481,10.372,10.0,-0.0001,0.2,0
3.29,force,0.08783,0.42547,0.04481,10.39,10.0,-0.0001,0.2,0
3.3,force,0.08897,0.42711,0.04482,10.439,10.0,-0.0002,0.2,0
3.31,force,0.0901,0.42876,0.04482,10.38,10.0,-0.0001,0.2,0
3.32,force,0.09124,0.4304,0.04482,10.346,10.0,-0.0,0.2,0
3.33,force,0.09238,0.43205,0.04482,10.422,10.0,-0.0002,0.2,0
3.34,force,0.09351,0.43369,0.04482,10.383,10.0,-0.0001,0.2,0
3.35,force,0.09465,0.43534,0.04482,10.436,10.0,-0.0003,0.2,0
3.36,force,0.09579,0.43698,0.04482,10.364,10.0,-0.0001,0.2,0
3.37,force,0.09692,0.43863,0.04482,10.292,10.0,0.0001,0.2,0
3.38,force,0.09806,0.44028,0.04482,10.286,10.0,0.0001,0.2,0
3.39,force,0.10006,0.44028,0.04482,10.439,10.0,-0.0003,0.2,0
3.4,force,0.10206,0.44028,0.04483,10.437,10.0,-0.0003,0.2,0
3.41,force,0.10406,0.44028,0.04483,10.337,10.0,-0.0,0.2,0
3.42,force,0.10606,0.44028,0.04483,10.326,10.0,-0.0,0.2,0
3.43,force,0.10806,0.44028,0.04483,10.418,10.0,-0.0002,0.2,0
3.44,force,0.11006,0.44028,0.04483,10.285,10.0,0.0001,0.2,0
3.45,force,0.11206,0.44028,0.04483,10.297,10.0,0.0001,0.2,0
3.46,force,0.11406,0.44028,0.04483,10.375,10.0,-0.0001,0.2,0
3.47,force,0.11606,0.44028,0.04483,10.32,10.0,-0.0,0.2,0
3.48,force,0.11806,0.44028,0.04483,10.34,10.0,-0.0001,0.2,0
3.49,force,0.12006,0.44028,0.04483,10.33,10.0,-0.0,0.2,0
3.5,force,0.12206,0.44028,0.04483,10.355,10.0,-0.0001,0.2,0
3.51,force,0.12406,0.44028,0.04483,10.406,10.0,-0.0002,0.2,0
